gradient,N,sigma,rho,success,train_error,train_error_fit,validation_error,time_exec(s),nfev,nit,njev
None,25,0.2,1e-05,True,1.842660474482303,0.02049342702096974,0.021389486383945108,57.66128206253052,262446,2479,2573
Grad,25,0.2,1e-05,True,1.842660474482303,0.02049829237029881,0.02139504382639758,6.214679956436157,3424,3264,3424
None,25,0.2,5e-05,True,1.2720841329452672,0.06499115430737995,0.07259175392505218,23.444251775741577,102714,964,1007
Grad,25,0.2,5e-05,True,1.2720841329452672,0.0649855439354044,0.07258282731789545,1.838301181793213,1045,999,1045
None,25,0.2,0.0001,True,1.5524418999855563,0.11688439553047501,0.10652954671982098,9.909090995788574,44982,428,441
Grad,25,0.2,0.0001,True,1.5524418999855563,0.11688345608037676,0.10652732008243056,0.8237779140472412,465,450,465
None,25,0.2,0.0005,True,2.167956023561203,0.20270986256150964,0.18989812544508222,8.044349193572998,36618,352,359
Grad,25,0.2,0.0005,True,2.167956023561203,0.20270970639568064,0.18990266849423437,0.6445949077606201,367,359,367
None,25,0.2,0.001,True,0.8614881031377738,0.28013299395926367,0.2645546299836726,3.7820329666137695,17238,167,169
Grad,25,0.2,0.001,True,0.8614881031377738,0.2801329911160777,0.2645549173984069,0.3039088249206543,171,169,171
None,25,0.4,1e-05,True,1.873305187728045,0.00965828234657215,0.010407680177590622,61.85939311981201,280908,2622,2754
Grad,25,0.4,1e-05,True,1.873305187728045,0.009638603850776558,0.010385039469880182,5.483863830566406,3119,2967,3119
None,25,0.4,5e-05,True,2.390684324617026,0.03352478654632999,0.03672663329149938,41.969897985458374,189006,1792,1853
Grad,25,0.4,5e-05,True,2.390684324617026,0.042239640918096656,0.05285934271395259,2.252488851547241,1280,1242,1280
None,25,0.4,0.0001,True,5.0592575389049435,0.05560020058680243,0.06008786216375332,19.222368001937866,87924,830,862
Grad,25,0.4,0.0001,True,5.0592575389049435,0.05561963280152635,0.05997409033193132,1.6086430549621582,910,875,910
None,25,0.4,0.0005,True,1.1100005479942987,0.13696243025039426,0.12953140700713991,13.496041297912598,60588,563,594
Grad,25,0.4,0.0005,True,1.1100005479942987,0.13696251739695892,0.12953533241927515,1.0872209072113037,612,574,612
None,25,0.4,0.001,True,10.581068419135557,0.18087060784921216,0.17038245896172444,8.787153959274292,40392,385,396
Grad,25,0.4,0.001,True,10.581068419135557,0.18087051041038474,0.1703848911893148,0.7003121376037598,397,383,397
None,25,0.6,1e-05,True,4.239986444918573,0.0058172817971395225,0.006023495347735948,102.00262188911438,465222,4342,4561
Grad,25,0.6,1e-05,True,4.239986444918573,0.005741814514692305,0.00605750597924228,5.586055755615234,3189,3054,3189
None,25,0.6,5e-05,True,6.5270925447099035,0.02300480402782045,0.024179224903319294,22.285073041915894,101082,965,991
Grad,25,0.6,5e-05,True,6.5270925447099035,0.02300406344134699,0.024169272998598477,1.7809569835662842,1013,984,1013
None,25,0.6,0.0001,True,4.448521015669917,0.04022800404386511,0.04125046221750317,23.833317756652832,105264,1007,1032
Grad,25,0.6,0.0001,True,4.448521015669917,0.04022824263772664,0.04126062240587125,2.0037670135498047,1122,1094,1122
None,25,0.6,0.0005,True,4.557752999702268,0.1005703247650041,0.10245664264347792,15.826507806777954,72216,693,708
Grad,25,0.6,0.0005,True,4.557752999702268,0.10057094681877524,0.10245478091161822,1.0916261672973633,618,608,618
None,25,0.6,0.001,True,7.829965706719449,0.1467373679482464,0.13888758601758683,15.433747053146362,65586,618,643
Grad,25,0.6,0.001,True,7.829965706719449,0.14673709752480935,0.1388777830650883,1.2045021057128906,687,664,687
None,25,0.8,1e-05,True,1.6086158711327168,0.004025211646397299,0.0041937099047864275,65.5623071193695,299676,2827,2938
Grad,25,0.8,1e-05,True,1.6086158711327168,0.004020864053721223,0.0041904590904400345,5.5541369915008545,3163,3047,3163
None,25,0.8,5e-05,True,2.635245273108245,0.01650889771198038,0.017242755707890647,31.301209926605225,142188,1343,1394
Grad,25,0.8,5e-05,True,2.635245273108245,0.016507870003223613,0.017223756773990764,2.6925430297851562,1536,1479,1536
None,25,0.8,0.0001,True,7.713513781214745,0.02854756063012924,0.031150319676704105,26.800381898880005,121482,1164,1191
Grad,25,0.8,0.0001,True,7.713513781214745,0.028546618075811447,0.03114240881838766,2.215657949447632,1283,1247,1283
None,25,0.8,0.0005,True,12.575429967665455,0.07912274171274344,0.08038041349617017,13.859856128692627,64056,614,628
Grad,25,0.8,0.0005,True,12.575429967665455,0.07912274735331865,0.08037967949155282,1.259645938873291,631,620,631
None,25,0.8,0.001,True,1.1794230281119786,0.12195987053385915,0.12195026714600526,83.8435800075531,62730,603,615
Grad,25,0.8,0.001,True,1.1794230281119786,0.12195989311415045,0.12194857040863462,1.0863890647888184,610,600,610
None,25,1.0,1e-05,True,2.79655852015902,0.003042075784231429,0.0031774108299225893,47.7871789932251,210018,1973,2059
Grad,25,1.0,1e-05,True,2.79655852015902,0.0030434227981567196,0.0031816865800696477,3.9523532390594482,2231,2143,2231
None,25,1.0,5e-05,True,11.012958253053071,0.012721187500260037,0.013992628888450168,38.720556020736694,175440,1651,1720
Grad,25,1.0,5e-05,True,11.012958253053071,0.012721048764897672,0.014004093710645493,3.441756010055542,1935,1872,1935
None,25,1.0,0.0001,True,2.954522607858086,0.023376876378798588,0.024467312502837554,34.211485862731934,154224,1463,1512
Grad,25,1.0,0.0001,True,2.954522607858086,0.023376712788976024,0.024468683899556008,2.641508102416992,1475,1429,1475
None,25,1.0,0.0005,True,6.472989636702682,0.07041123433178054,0.07408399462009216,12.523460865020752,57018,552,559
Grad,25,1.0,0.0005,True,6.472989636702682,0.07041130891646492,0.0740796137404835,0.9781298637390137,551,543,551
None,25,1.0,0.001,True,14.562797585855776,0.10364262816082241,0.10461616378619855,12.218439817428589,55590,540,545
Grad,25,1.0,0.001,True,14.562797585855776,0.10364250050838916,0.10461685694791062,0.9377861022949219,526,521,526
None,25,1.2,1e-05,True,2.293677834123549,0.00244793358412494,0.0025337394531796853,54.98043704032898,249696,2351,2448
Grad,25,1.2,1e-05,True,2.293677834123549,0.002448484433452342,0.002536466572572616,3.908874988555908,2205,2124,2205
None,25,1.2,5e-05,True,2.750839689645014,0.010316559738934314,0.010831256148432382,26.34445810317993,119544,1146,1172
Grad,25,1.2,5e-05,True,2.750839689645014,0.010317201926700601,0.01083758354416583,2.04980206489563,1164,1135,1164
None,25,1.2,0.0001,True,17.578029998303354,0.019332762274537788,0.02104919834024766,31.928157091140747,144738,1380,1419
Grad,25,1.2,0.0001,True,17.578029998303354,0.019333660530358492,0.02104484499302412,2.3927721977233887,1330,1290,1330
None,25,1.2,0.0005,True,9.52973799858811,0.0607835982997524,0.06478071287290955,14.660035133361816,66708,637,654
Grad,25,1.2,0.0005,True,9.52973799858811,0.06078355796246493,0.06480010733082606,1.1705470085144043,664,652,664
None,25,1.2,0.001,True,8.085581488869188,0.08876705106154247,0.08763055155060209,11.03144097328186,50592,490,496
Grad,25,1.2,0.001,True,8.085581488869188,0.08876686215430762,0.08763119936913338,0.9044547080993652,511,504,511
None,25,2.0,1e-05,True,8.553752692185233,0.0013310932539586599,0.0014629904532129179,53.571844816207886,238680,2270,2340
Grad,25,2.0,1e-05,True,8.553752692185233,0.0013056974342121124,0.001397350813100722,5.504666805267334,3116,2987,3116
None,25,2.0,5e-05,True,3.8707224611883517,0.005756721973206879,0.006119932418534451,39.170308113098145,177582,1685,1741
Grad,25,2.0,5e-05,True,3.8707224611883517,0.005756522196881164,0.0061202921796452234,3.098544120788574,1687,1638,1687
None,25,2.0,0.0001,True,31.049428134304176,0.010672752073349537,0.011389660492213533,28.822587728500366,128622,1236,1261
Grad,25,2.0,0.0001,True,31.049428134304176,0.010673022218215832,0.011391885765394603,2.1976468563079834,1240,1206,1240
None,25,2.0,0.0005,True,8.713787559057382,0.042226750046112566,0.046222647668952524,19.650757789611816,89250,867,875
Grad,25,2.0,0.0005,True,8.713787559057382,0.042226807507667025,0.04622581775776956,1.5606238842010498,845,831,845
None,25,2.0,0.001,True,4.309114484576148,0.06464304446755592,0.06737161004180561,12.952018976211548,58752,566,576
Grad,25,2.0,0.001,True,4.309114484576148,0.06464302401024943,0.06737169562799256,1.005235195159912,568,560,568
None,25,5.0,1e-05,True,9.219610045575825,0.0004989182658885728,0.0005935082018969848,107.82035875320435,490722,4660,4811
Grad,25,5.0,1e-05,True,9.219610045575825,0.0004932944296387728,0.0005954874190290002,7.822897911071777,4191,4050,4191
None,25,5.0,5e-05,True,11.728799157196422,0.002154530242951081,0.002475498460528142,67.00521326065063,176052,1680,1726
Grad,25,5.0,5e-05,True,11.728799157196422,0.0021922640217294483,0.0023853989772368374,2.6762709617614746,1579,1536,1579
None,25,5.0,0.0001,True,2.7132655421595744,0.004129082412280634,0.004568140213680028,359.83984112739563,221544,2124,2172
Grad,25,5.0,0.0001,True,2.7132655421595744,0.004130989888075487,0.004542828022878106,4.83275294303894,2703,2642,2703
None,25,5.0,0.0005,True,15.142905000057876,0.01726980328557058,0.018748302334177836,20.647096157073975,95064,903,932
Grad,25,5.0,0.0005,True,15.142905000057876,0.017103185487754913,0.018845861285686834,1.7310328483581543,988,965,988
None,25,5.0,0.001,True,8.169757610362662,0.031142228588835582,0.03359466301225068,15.71636414527893,70176,681,688
Grad,25,5.0,0.001,True,8.169757610362662,0.03142175130531807,0.03478554153660535,1.413466215133667,807,789,807
None,30,0.2,1e-05,True,1.3411709162568197,0.02037149810434499,0.021359659358330976,63.86455702781677,262788,2080,2154
Grad,30,0.2,1e-05,True,1.3411709162568197,0.020380125965776652,0.021347814502660625,3.688131093978882,1841,1764,1841
None,30,0.2,5e-05,True,0.9531412630735666,0.06493278571854849,0.07258149017077212,27.77041482925415,115534,911,947
Grad,30,0.2,5e-05,True,0.9531412630735666,0.06492448967069109,0.07248089521365608,2.256498098373413,1128,1077,1128
None,30,0.2,0.0001,True,1.723228068152279,0.09478673369860008,0.10001300849413457,29.449805974960327,121390,957,995
Grad,30,0.2,0.0001,True,1.723228068152279,0.09470992965002642,0.10082968403234754,2.358386993408203,1179,1126,1179
None,30,0.2,0.0005,True,1.3415639483429171,0.20270795096176084,0.1898881547518477,8.280694007873535,34404,274,282
Grad,30,0.2,0.0005,True,1.3415639483429171,0.20270793968269213,0.18988808360762013,0.5629119873046875,281,274,281
None,30,0.2,0.001,True,1.1166950779173985,0.2801329547811937,0.2645536173395623,4.36423134803772,18056,146,148
Grad,30,0.2,0.001,True,1.1166950779173985,0.2801329556020066,0.2645537574625053,0.3024587631225586,148,146,148
None,30,0.4,1e-05,True,2.5535788364518854,0.00944212233853281,0.009848034857219697,60.96005392074585,252052,1998,2066
Grad,30,0.4,1e-05,True,2.5535788364518854,0.009321635442884738,0.01015151482404408,6.450856924057007,3214,3074,3214
None,30,0.4,5e-05,True,7.817776116370752,0.03432693456009665,0.0359412454682554,46.37202787399292,191540,1505,1570
Grad,30,0.4,5e-05,True,7.817776116370752,0.034326280441389107,0.03596005295943027,2.7985551357269287,1339,1289,1339
None,30,0.4,0.0001,True,2.206519230041792,0.05550067817554494,0.05999708336568512,37.94250130653381,152622,1202,1251
Grad,30,0.4,0.0001,True,2.206519230041792,0.05549923934052261,0.06000151342174019,2.4056241512298584,1188,1143,1188
None,30,0.4,0.0005,True,1.6918610846130446,0.13694390248577218,0.1294965154868201,13.961202144622803,58316,462,478
Grad,30,0.4,0.0005,True,1.6918610846130446,0.13694461922094842,0.12949616121441018,0.9503133296966553,476,457,476
None,30,0.4,0.001,True,1.7400175910055118,0.18086006152457296,0.17037513332009596,15.87854790687561,64782,515,531
Grad,30,0.4,0.001,True,1.7400175910055118,0.1808594528322569,0.17037911613178996,1.1032440662384033,552,532,552
None,30,0.6,1e-05,True,5.5956079879839065,0.005714165201818518,0.006018818314343492,94.27954316139221,392352,3105,3216
Grad,30,0.6,1e-05,True,5.5956079879839065,0.005720878610023409,0.006030540070466765,4.21327018737793,2110,2018,2110
None,30,0.6,5e-05,True,5.377246907885928,0.022003302149001668,0.024067623599102472,41.805663108825684,173728,1379,1424
Grad,30,0.6,5e-05,True,5.377246907885928,0.022000853195131957,0.024058213061764602,3.0848958492279053,1541,1501,1541
None,30,0.6,0.0001,True,5.248745360942999,0.04026297874563424,0.043474122382474,28.730085849761963,119194,957,977
Grad,30,0.6,0.0001,True,5.248745360942999,0.04026159930848888,0.04347244735045204,2.053128957748413,1015,985,1015
None,30,0.6,0.0005,True,6.511923678328912,0.10041270039941619,0.10319952681731465,19.679131269454956,81374,651,667
Grad,30,0.6,0.0005,True,6.511923678328912,0.10041244009772274,0.10320218626285088,1.4346189498901367,718,698,718
None,30,0.6,0.001,True,2.149601520301127,0.14670719972587465,0.13883097965278438,22.997239112854004,95648,752,784
Grad,30,0.6,0.001,True,2.149601520301127,0.14670786303848787,0.1388290318222219,1.3174099922180176,657,636,657
None,30,0.8,1e-05,True,1.6160690235263482,0.004079320933265464,0.004214155759704211,92.12815117835999,221430,1733,1815
Grad,30,0.8,1e-05,True,1.6160690235263482,0.004064762698845539,0.004195219108442578,4.555458068847656,2336,2229,2336
None,30,0.8,5e-05,True,11.398085789863035,0.016495525684181257,0.01742005035089391,1710.3896589279175,150182,1199,1231
Grad,30,0.8,5e-05,True,11.398085789863035,0.016381829541825023,0.017298581637147904,4.498692035675049,1929,1853,1929
None,30,0.8,0.0001,True,19.13871815632066,0.02866623745173752,0.031009198096122126,317.67338585853577,174094,1388,1427
Grad,30,0.8,0.0001,True,19.13871815632066,0.02866741800794968,0.031022373333697874,3.0551071166992188,1416,1371,1416
None,30,0.8,0.0005,True,7.218178728972924,0.07897173041709746,0.08020714467502293,23.100234031677246,95038,755,779
Grad,30,0.8,0.0005,True,7.218178728972924,0.07897213233064712,0.0802086241765571,1.5948898792266846,790,768,790
None,30,0.8,0.001,True,4.0805457236336276,0.13027981570624725,0.12284966398332645,19.15579104423523,79300,618,650
Grad,30,0.8,0.001,True,4.0805457236336276,0.13027897599136953,0.12284465203536343,1.4183948040008545,713,672,713
None,30,1.0,1e-05,True,7.373627501031753,0.0030488894805985045,0.003187936081067929,76.45837712287903,302438,2370,2479
Grad,30,1.0,1e-05,True,7.373627501031753,0.003035275025343217,0.0032276056136492756,5.338948965072632,2591,2464,2591
None,30,1.0,5e-05,True,6.933328230043318,0.013031315310155216,0.013997922050344246,61.04242396354675,236192,1877,1936
Grad,30,1.0,5e-05,True,6.933328230043318,0.013026083793188785,0.014010078162198236,5.700676918029785,2071,2008,2071
None,30,1.0,0.0001,True,3.4355085054381806,0.022755651735984643,0.023977041753282136,63.26510000228882,254004,2013,2082
Grad,30,1.0,0.0001,True,3.4355085054381806,0.022755410214123202,0.023977362956210002,4.151350975036621,2045,1982,2045
None,30,1.0,0.0005,True,10.399993557970094,0.07021124220310185,0.07374543241712386,21.88221526145935,83692,666,686
Grad,30,1.0,0.0005,True,10.399993557970094,0.07021133407006178,0.07374292247227904,1.8998441696166992,692,679,692
None,30,1.0,0.001,True,4.121485442017952,0.10123827446855069,0.0985405892085359,19.789347171783447,81496,660,668
Grad,30,1.0,0.001,True,4.121485442017952,0.10122924861926316,0.09941747814701157,1.3297011852264404,654,644,654
None,30,1.2,1e-05,True,3.962357938530186,0.0024271478571416824,0.002547010768526925,40.548847913742065,166774,1319,1367
Grad,30,1.2,1e-05,True,3.962357938530186,0.002430254603903956,0.002512601986128168,2.554157018661499,1266,1225,1266
None,30,1.2,5e-05,True,3.9268420320155606,0.010235692804229066,0.010735060124263259,65.76571297645569,271206,2159,2223
Grad,30,1.2,5e-05,True,3.9268420320155606,0.010225707497092716,0.010754588393373822,5.131071090698242,2544,2461,2544
None,30,1.2,0.0001,True,6.098037456197972,0.01845282996692812,0.020310177832961993,27.50981903076172,112972,904,926
Grad,30,1.2,0.0001,True,6.098037456197972,0.01845264195742326,0.020303673711462224,1.9119908809661865,947,923,947
None,30,1.2,0.0005,True,3.5214555710804185,0.06067364126285871,0.06471998814698846,20.584691286087036,84058,674,689
Grad,30,1.2,0.0005,True,3.5214555710804185,0.06067392742287213,0.06471209686052604,1.3252990245819092,657,638,657
None,30,1.2,0.001,True,5.280303233640768,0.0886110195629208,0.08745322700728511,18.4471218585968,75640,606,620
Grad,30,1.2,0.001,True,5.280303233640768,0.08861121545541976,0.0874643463916874,1.2198059558868408,603,594,603
None,30,2.0,1e-05,True,4.340026869602055,0.0013016424627105034,0.001361539555350422,59.840728759765625,245708,1935,2014
Grad,30,2.0,1e-05,True,4.340026869602055,0.0013002262867288646,0.0013635535609142254,8.453315019607544,4109,3948,4109
None,30,2.0,5e-05,True,7.4450513046532745,0.005660523470697057,0.006058381066493696,55.79755091667175,225944,1805,1852
Grad,30,2.0,5e-05,True,7.4450513046532745,0.00566182401016096,0.006054474467961607,3.4545979499816895,1679,1632,1679
None,30,2.0,0.0001,True,14.711937315456943,0.010506114141846731,0.011108047124010562,39.067001819610596,161406,1281,1323
Grad,30,2.0,0.0001,True,14.711937315456943,0.010491610821608821,0.011072016137691475,2.4423940181732178,1203,1179,1203
None,30,2.0,0.0005,True,6.604180809170986,0.04030882421293409,0.04346384186544337,26.58632493019104,109800,883,900
Grad,30,2.0,0.0005,True,6.604180809170986,0.04030898855273212,0.043462752332723696,1.7624282836914062,869,857,869
None,30,2.0,0.001,True,4.059094712544829,0.0643555964264261,0.0670178851919875,23.234572887420654,95160,773,780
Grad,30,2.0,0.001,True,4.059094712544829,0.06435578350568816,0.06700771986051551,1.5514121055603027,742,735,742
None,30,5.0,1e-05,True,12.895165262810563,0.00047447854942530746,0.000581681455395514,142.95894575119019,585844,4682,4802
Grad,30,5.0,1e-05,True,12.895165262810563,0.0004632991439165323,0.0005305113160156382,10.596312999725342,5242,5071,5242
None,30,5.0,5e-05,True,8.909056125391041,0.002066893793416698,0.0022686597827274828,224.469055891037,647332,5175,5306
Grad,30,5.0,5e-05,True,8.909056125391041,0.0020669096774146587,0.002271493787844755,9.978770017623901,4016,3894,4016
None,30,5.0,0.0001,True,11.179436247757721,0.004030818506380024,0.004440516738923247,71.78754210472107,228384,1841,1872
Grad,30,5.0,0.0001,True,11.179436247757721,0.003994916599805425,0.0043983723499583,3.782460927963257,1834,1805,1834
None,30,5.0,0.0005,True,15.841451905653827,0.01676055284134933,0.018485984116303526,28.942317008972168,118950,966,975
Grad,30,5.0,0.0005,True,15.841451905653827,0.016757947201423068,0.01848887673359026,2.1513938903808594,1077,1062,1077
None,30,5.0,0.001,True,47.7253883291204,0.0314728596200165,0.035495979844871905,25.526951789855957,105164,843,862
Grad,30,5.0,0.001,True,47.7253883291204,0.030842226700663895,0.03364631542646896,1.9733271598815918,987,969,987
